id,feature,abs_proto_diff
JVASP-137216,MagpieData mode GSbandgap,1.3440048614060076
JVASP-137216,minimum local difference in GSbandgap,1.1675924726338616
JVASP-137216,MagpieData avg_dev GSvolume_pa,1.0426965916628173
JVASP-137216,avg_dev CN_VoronoiNN,0.9549660639544424
JVASP-137216,maximum CN_VoronoiNN,0.937733080430988
JVASP-137216,avg_dev local difference in CovalentRadius,0.8744615880275843
JVASP-137216,avg_dev local difference in MeltingT,0.7732157139619865
JVASP-137216,minimum local difference in GSvolume_pa,0.7655861575813897
JVASP-27815,compound possible,1.9456445971931389
JVASP-27815,avg_dev CN_VoronoiNN,1.773594075244848
JVASP-27815,minimum local difference in Electronegativity,1.7100352961220597
JVASP-27815,minimum neighbor distance variation,1.539992661564761
JVASP-27815,maximum CN_VoronoiNN,1.3841985509882373
JVASP-27815,MagpieData minimum GSbandgap,1.353859369110074
JVASP-27815,MagpieData mean Electronegativity,1.0628226242748404
JVASP-27815,minimum local difference in NpValence,1.0575635044351284
JVASP-27815,mean ordering parameter shell 1,1.0549607742143945
JVASP-27815,0-norm,0.9715594763805621
JVASP-38573,avg_dev neighbor distance variation,1.3910936768235431
JVASP-38573,avg_dev local difference in CovalentRadius,1.30695816065336
JVASP-38573,avg_dev local difference in Electronegativity,1.24092125618261
JVASP-38573,MagpieData mean Electronegativity,1.2260727223991255
JVASP-38573,MagpieData minimum GSvolume_pa,1.1304410191503742
JVASP-38573,mean CN_VoronoiNN,0.8824493181084472
JVASP-38573,avg_dev CN_VoronoiNN,0.7230016123065306
JVASP-38573,MagpieData mode GSvolume_pa,0.6939312410579183
JVASP-38573,MagpieData mean GSvolume_pa,0.6606190586878501
JVASP-38573,avg_dev local difference in GSvolume_pa,0.6169722684320028
JVASP-8137,avg_dev local difference in Electronegativity,1.5442711468616805
JVASP-8137,minimum local difference in GSvolume_pa,1.037146224937767
JVASP-8137,avg_dev local difference in CovalentRadius,0.9947573407181105
JVASP-8137,MagpieData mean Electronegativity,0.8511514274539966
JVASP-8137,avg_dev neighbor distance variation,0.7638635363359751
JVASP-8137,mean CN_VoronoiNN,0.6772004918352508
JVASP-8137,MagpieData mode GSbandgap,0.6636791518658702
JVASP-8137,avg_dev local difference in GSvolume_pa,0.6220085806802467
JVASP-8137,minimum local difference in Electronegativity,0.6128355525794726
JVASP-8137,avg_dev local difference in SpaceGroupNumber,0.5952825379144944
JVASP-129216,avg_dev local difference in Electronegativity,1.9923236573335767
JVASP-129216,avg_dev local difference in NpValence,0.9450855899456805
JVASP-129216,avg_dev local difference in NpUnfilled,0.9350067146475577
JVASP-129216,minimum local difference in Electronegativity,0.9239570110780471
JVASP-129216,avg_dev local difference in CovalentRadius,0.8505680001313962
JVASP-129216,MagpieData minimum NUnfilled,0.8439578065941192
JVASP-129216,MagpieData avg_dev NpUnfilled,0.7831189235351087
JVASP-129216,MagpieData maximum MendeleevNumber,0.5141713406509074
JVASP-129216,minimum local difference in CovalentRadius,0.4844095932905892
JVASP-129216,MagpieData mean Electronegativity,0.4834714444449979
JVASP-103197,minimum local difference in CovalentRadius,1.186383171486832
JVASP-103197,minimum local difference in Electronegativity,1.1282295457476565
JVASP-103197,MagpieData mean Electronegativity,1.034786932199786
JVASP-103197,avg_dev local difference in GSvolume_pa,0.836121997446253
JVASP-103197,MagpieData mode GSvolume_pa,0.8176580640393153
JVASP-103197,MagpieData maximum NValence,0.8047847342683795
JVASP-103197,minimum local difference in NValence,0.7804745038533829
JVASP-103197,minimum local difference in Row,0.7517810220132572
JVASP-103197,MagpieData avg_dev GSvolume_pa,0.651005880612904
JVASP-103197,MagpieData minimum GSvolume_pa,0.6421499812328493
JVASP-13071,MagpieData mode GSbandgap,1.3440048614060076
JVASP-13071,avg_dev local difference in Electronegativity,1.182036495758402
JVASP-13071,avg_dev local difference in NpValence,1.009727561207753
JVASP-13071,MagpieData mean Electronegativity,1.0067305364426704
JVASP-13071,MagpieData mean NpUnfilled,0.8589902463074147
JVASP-13071,avg_dev local difference in MeltingT,0.7404221380447886
JVASP-13071,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-13071,MagpieData avg_dev MeltingT,0.6893226243423911
JVASP-13071,avg_dev local difference in NpUnfilled,0.6773667839695776
JVASP-13071,mean ordering parameter shell 1,0.6251716507801759
JVASP-11616,avg_dev local difference in Electronegativity,1.7479064203580368
JVASP-11616,MagpieData mode GSbandgap,1.1739234340209732
JVASP-11616,avg_dev local difference in NpValence,1.0565941175546607
JVASP-11616,mean ordering parameter shell 1,0.9638170560991485
JVASP-11616,avg_dev local difference in CovalentRadius,0.8735541491142511
JVASP-11616,MagpieData mean Electronegativity,0.8633070553989626
JVASP-11616,avg_dev local difference in MendeleevNumber,0.8277096066848402
JVASP-11616,avg_dev local difference in Column,0.8212413798831253
JVASP-11616,avg_dev local difference in NpUnfilled,0.6692369802231772
JVASP-11616,MagpieData mode NpUnfilled,0.6494880682083809
JVASP-133728,10-norm,1.0675279904969808
JVASP-133728,MagpieData mean Electronegativity,0.8593539468829301
JVASP-133728,MagpieData minimum GSbandgap,0.8400984033077177
JVASP-133728,0-norm,0.832765265469053
JVASP-133728,minimum local difference in Electronegativity,0.8219921114812743
JVASP-133728,avg_dev local difference in NpUnfilled,0.6852287454956194
JVASP-133728,avg_dev local difference in NpValence,0.6809300382144686
JVASP-133728,avg_dev CN_VoronoiNN,0.6454559720614841
JVASP-133728,MagpieData mean NpUnfilled,0.6094936321937978
JVASP-133728,MagpieData minimum NpUnfilled,0.5473781039434762
JVASP-134728,avg_dev local difference in GSvolume_pa,1.4588435436493774
JVASP-134728,avg_dev local difference in NpUnfilled,1.0451102820640248
JVASP-134728,avg_dev local difference in Electronegativity,0.8906707954071766
JVASP-134728,MagpieData mean Electronegativity,0.851731510886595
JVASP-134728,MagpieData minimum GSvolume_pa,0.6944012423320431
JVASP-134728,avg_dev local difference in NUnfilled,0.6685660050784074
JVASP-134728,MagpieData mode GSbandgap,0.6636791518658702
JVASP-134728,MagpieData avg_dev NpUnfilled,0.6163522992528001
JVASP-134728,MagpieData mean GSvolume_pa,0.6076441700028291
JVASP-134728,avg_dev local difference in CovalentRadius,0.5277995567668623
JVASP-134356,minimum neighbor distance variation,1.446972010864993
JVASP-134356,mean neighbor distance variation,1.2080274601604222
JVASP-134356,MagpieData maximum MeltingT,1.1247886823815358
JVASP-134356,MagpieData minimum GSbandgap,1.077409664872003
JVASP-134356,MagpieData minimum NpUnfilled,0.9122968399057934
JVASP-134356,MagpieData mean MeltingT,0.908310923531378
JVASP-134356,MagpieData maximum SpaceGroupNumber,0.9024034834029021
JVASP-134356,minimum local difference in MeltingT,0.8593359350064529
JVASP-134356,MagpieData avg_dev MeltingT,0.6759483803342472
JVASP-134356,minimum local difference in Electronegativity,0.48522330270929165
JVASP-134340,avg_dev local difference in GSvolume_pa,1.8297208160677654
JVASP-134340,MagpieData minimum GSbandgap,1.2458152175035693
JVASP-134340,MagpieData mean Electronegativity,1.1213686573859403
JVASP-134340,avg_dev CN_VoronoiNN,1.0609169905741118
JVASP-134340,avg_dev local difference in NpUnfilled,0.9863234511864959
JVASP-134340,avg_dev local difference in NValence,0.9822011879802766
JVASP-134340,avg_dev local difference in MeltingT,0.9792594791374709
JVASP-134340,avg_dev local difference in NpValence,0.9741440503724559
JVASP-134340,MagpieData mode GSvolume_pa,0.9483026974497113
JVASP-134340,avg_dev local difference in AtomicWeight,0.9069295697012761
JVASP-116786,avg_dev neighbor distance variation,1.7657423117079354
JVASP-116786,minimum local difference in GSbandgap,1.2707026589428836
JVASP-116786,avg_dev local difference in GSvolume_pa,1.131002057626508
JVASP-116786,0-norm,1.1103536872920703
JVASP-116786,MagpieData mode GSbandgap,1.003842006635939
JVASP-116786,compound possible,0.8647309320858395
JVASP-116786,minimum local difference in NpValence,0.7919521792543547
JVASP-116786,avg_dev local difference in CovalentRadius,0.7519445035028849
JVASP-116786,minimum local difference in Electronegativity,0.7311392214977726
JVASP-116786,MagpieData range NdUnfilled,0.7213162274640296
JVASP-99482,0-norm,1.110353687292071
JVASP-99482,minimum local difference in GSbandgap,1.034596730667344
JVASP-99482,MagpieData mode GSbandgap,1.003842006635939
JVASP-99482,minimum local difference in Electronegativity,0.9750051235262893
JVASP-99482,minimum local difference in GSvolume_pa,0.7212987219451056
JVASP-99482,MagpieData mean Electronegativity,0.7001087368207379
JVASP-99482,minimum local difference in NsUnfilled,0.6306102360326343
JVASP-99482,minimum local difference in CovalentRadius,0.625618968919035
JVASP-99482,MagpieData mode NpUnfilled,0.5773227272963385
JVASP-99482,minimum local difference in NpValence,0.527738389155479
JVASP-138686,avg_dev CN_VoronoiNN,1.360140075108574
JVASP-138686,mean neighbor distance variation,1.0790800165743137
JVASP-138686,mean ordering parameter shell 1,1.0436133001955807
JVASP-138686,minimum local difference in Electronegativity,0.9757512521735072
JVASP-138686,avg_dev neighbor distance variation,0.9712100217129864
JVASP-138686,MagpieData minimum GSvolume_pa,0.9216504708981601
JVASP-138686,minimum neighbor distance variation,0.7980450619630994
JVASP-138686,maximum CN_VoronoiNN,0.7597185338368408
JVASP-138686,avg_dev local difference in NpUnfilled,0.7373240054684026
JVASP-138686,MagpieData mean Electronegativity,0.7224313816607799
JVASP-33742,0-norm,1.3879421091150883
JVASP-33742,minimum neighbor distance variation,1.161312248711721
JVASP-33742,MagpieData avg_dev MeltingT,0.8917762171469618
JVASP-33742,mean ordering parameter shell 1,0.85569432941286
JVASP-33742,avg_dev local difference in SpaceGroupNumber,0.8008812591308119
JVASP-33742,MagpieData maximum SpaceGroupNumber,0.7780723368007245
JVASP-33742,MagpieData range NdValence,0.649830570238844
JVASP-33742,mean neighbor distance variation,0.5011816738502488
JVASP-33742,minimum local difference in NsUnfilled,0.487352196597182
JVASP-33742,avg_dev local difference in Electronegativity,0.4753171135203867
JVASP-30604,MagpieData mean Electronegativity,1.2802422416722532
JVASP-30604,MagpieData minimum NpUnfilled,1.0947562078869524
JVASP-30604,10-norm,0.9876421401296058
JVASP-30604,0-norm,0.8327652654690529
JVASP-30604,avg_dev local difference in Electronegativity,0.8119464930256763
JVASP-30604,mean CN_VoronoiNN,0.8093332183479974
JVASP-30604,mean ordering parameter shell 1,0.7083914239578948
JVASP-30604,maximum CN_VoronoiNN,0.6670707999471683
JVASP-30604,MagpieData mode GSbandgap,0.6636791518658702
JVASP-30604,MagpieData mean NpUnfilled,0.6526337817185833
JVASP-136611,minimum neighbor distance variation,1.290561524942018
JVASP-136611,MagpieData mode GSbandgap,1.003842006635939
JVASP-136611,minimum local difference in Electronegativity,0.9963181814679567
JVASP-136611,minimum local difference in GSbandgap,0.9256265118595319
JVASP-136611,minimum local difference in Column,0.7821012202712876
JVASP-136611,minimum local difference in NpValence,0.7711865364737268
JVASP-136611,minimum local difference in GSvolume_pa,0.6828016807702735
JVASP-136611,avg_dev local difference in NpUnfilled,0.6324056375508091
JVASP-136611,MagpieData mean Electronegativity,0.6148327425881892
JVASP-136611,MagpieData mode NpUnfilled,0.5773227272963385
JVASP-43323,10-norm,1.9118660831350156
JVASP-43323,MagpieData mode NpUnfilled,1.2989761364167618
JVASP-43323,MagpieData mode Column,1.0266257306014406
JVASP-43323,MagpieData maximum SpaceGroupNumber,0.8823500726606154
JVASP-43323,avg_dev neighbor distance variation,0.7895294441233282
JVASP-43323,minimum local difference in Electronegativity,0.7825117134198922
JVASP-43323,minimum local difference in NpValence,0.6855908720283799
JVASP-43323,avg_dev local difference in NpUnfilled,0.6616830977442137
JVASP-43323,minimum local difference in GSbandgap,0.6206030016125436
JVASP-43323,MagpieData minimum NUnfilled,0.5842784814882364
JVASP-22613,MagpieData mode GSbandgap,1.3440048614060076
JVASP-22613,MagpieData mean Electronegativity,1.1950145193600898
JVASP-22613,avg_dev local difference in Electronegativity,0.8306800541227215
JVASP-22613,MagpieData minimum Column,0.7822421739269424
JVASP-22613,avg_dev neighbor distance variation,0.7321124630156779
JVASP-22613,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-22613,compound possible,0.6485481990643797
JVASP-22613,10-norm,0.6434002458538124
JVASP-22613,MagpieData range NdUnfilled,0.6347582801683459
JVASP-22613,mean ordering parameter shell 1,0.5956537609393748
JVASP-24314,MagpieData mode GSbandgap,1.3440048614060076
JVASP-24314,MagpieData mean Electronegativity,1.1950145193600898
JVASP-24314,avg_dev local difference in Electronegativity,0.8305729116162759
JVASP-24314,MagpieData minimum Column,0.7822421739269424
JVASP-24314,avg_dev neighbor distance variation,0.733618693986609
JVASP-24314,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-24314,compound possible,0.6485481990643797
JVASP-24314,10-norm,0.6434002458538124
JVASP-24314,MagpieData range NdUnfilled,0.6347582801683459
JVASP-24314,mean ordering parameter shell 1,0.5953257721993042
JVASP-152353,MagpieData mode GSbandgap,1.3440048614060076
JVASP-152353,MagpieData avg_dev NpUnfilled,1.1226548718776903
JVASP-152353,MagpieData maximum SpaceGroupNumber,0.9465209870359321
JVASP-152353,avg_dev local difference in NpUnfilled,0.8998384846582388
JVASP-152353,avg_dev local difference in NdValence,0.8997777376844189
JVASP-152353,avg_dev local difference in NpValence,0.8941934467474862
JVASP-152353,avg_dev local difference in AtomicWeight,0.7430268560954331
JVASP-152353,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-152353,minimum local difference in GSbandgap,0.6856538052109047
JVASP-152353,mean ordering parameter shell 1,0.6583082053451258
JVASP-147132,MagpieData mode Column,2.4837719288744524
JVASP-147132,MagpieData mode NsValence,2.144491520717699
JVASP-147132,avg_dev local difference in Electronegativity,1.7287260249852243
JVASP-147132,MagpieData mode NpUnfilled,1.4433068182408464
JVASP-147132,10-norm,1.1092392356614114
JVASP-147132,avg_dev local difference in MendeleevNumber,0.8884943407266435
JVASP-147132,MagpieData mode NValence,0.8625443665565342
JVASP-147132,avg_dev local difference in NpUnfilled,0.8104702235393275
JVASP-147132,minimum local difference in Electronegativity,0.7949540356283253
JVASP-147132,minimum local difference in Column,0.7492846490950105
JVASP-43857,MagpieData mode Column,2.4837719288744524
JVASP-43857,MagpieData mode NsValence,2.144491520717699
JVASP-43857,MagpieData mode NpUnfilled,1.4433068182408464
JVASP-43857,10-norm,1.1084808622163742
JVASP-43857,MagpieData mode NValence,0.8625443665565342
JVASP-43857,avg_dev local difference in Electronegativity,0.8300868878448737
JVASP-43857,avg_dev local difference in NpUnfilled,0.7529914823311255
JVASP-43857,MagpieData avg_dev MeltingT,0.47802260644221717
JVASP-43857,MagpieData maximum MendeleevNumber,0.4471055136094848
JVASP-43857,MagpieData mode NUnfilled,0.39459594730348746
JVASP-121000,minimum local difference in NsUnfilled,3.096055556431509
JVASP-121000,minimum local difference in GSbandgap,1.4316126319130618
JVASP-121000,compound possible,1.2970963981287593
JVASP-121000,avg_dev neighbor distance variation,1.2305453686908523
JVASP-121000,avg_dev local difference in CovalentRadius,1.0435150539502849
JVASP-121000,minimum local difference in NpValence,1.0408212103506151
JVASP-121000,minimum local difference in Electronegativity,1.0023369872059473
JVASP-121000,minimum local difference in Column,0.950540281075051
JVASP-121000,maximum CN_VoronoiNN,0.8685176435999532
JVASP-121000,MagpieData mode GSbandgap,0.8337605792509046
JVASP-43602,avg_dev neighbor distance variation,1.6285772561072673
JVASP-43602,MagpieData mean GSmagmom,1.5017123647277608
JVASP-43602,MagpieData mode GSbandgap,1.3440048614060076
JVASP-43602,minimum neighbor distance variation,1.327735858679065
JVASP-43602,avg_dev local difference in Electronegativity,1.0918415174040783
JVASP-43602,minimum local difference in GSbandgap,0.9385589150465689
JVASP-43602,avg_dev local difference in NpValence,0.8513104426689964
JVASP-43602,minimum local difference in Electronegativity,0.8436333446497218
JVASP-43602,MagpieData mean Electronegativity,0.841321665837047
JVASP-43602,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-21990,avg_dev local difference in Electronegativity,1.212414406252619
JVASP-21990,MagpieData mode GSvolume_pa,1.1888385329835065
JVASP-21990,MagpieData mean GSvolume_pa,1.0457833566561736
JVASP-21990,avg_dev local difference in CovalentRadius,1.043009611733369
JVASP-21990,MagpieData maximum MeltingT,0.9824013862415537
JVASP-21990,MagpieData mean Electronegativity,0.9485289220109487
JVASP-21990,avg_dev local difference in MeltingT,0.8143858404262942
JVASP-21990,MagpieData range NdUnfilled,0.8078741747597128
JVASP-21990,MagpieData minimum GSvolume_pa,0.7723817451035295
JVASP-21990,MagpieData range NdValence,0.7278102386675055
JVASP-127586,avg_dev local difference in Electronegativity,1.1173275639206626
JVASP-127586,MagpieData mean Electronegativity,1.0071816082167895
JVASP-127586,compound possible,0.8647309320858394
JVASP-127586,avg_dev local difference in CovalentRadius,0.807695856893296
JVASP-127586,minimum neighbor distance variation,0.7632259058403543
JVASP-127586,MagpieData mode GSvolume_pa,0.6939312410579183
JVASP-127586,MagpieData mean GSvolume_pa,0.6590938521525512
JVASP-127586,MagpieData avg_dev Number,0.658355193258639
JVASP-127586,MagpieData avg_dev MeltingT,0.5496504591046871
JVASP-127586,avg_dev neighbor distance variation,0.53302748501927
JVASP-136576,MagpieData minimum GSvolume_pa,1.6185999274430918
JVASP-136576,MagpieData mean Electronegativity,1.044490321898603
JVASP-136576,MagpieData mean GSvolume_pa,1.027435070943468
JVASP-136576,minimum local difference in CovalentRadius,1.023717685497281
JVASP-136576,minimum local difference in Electronegativity,0.9799797113987618
JVASP-136576,MagpieData mode GSvolume_pa,0.9413848870207124
JVASP-136576,avg_dev local difference in GSvolume_pa,0.9375473649696358
JVASP-136576,avg_dev local difference in Electronegativity,0.8392522396775741
JVASP-136576,avg_dev local difference in CovalentRadius,0.7984731188333669
JVASP-136576,MagpieData mode SpaceGroupNumber,0.43526958225783974
JVASP-24992,minimum local difference in GSbandgap,1.0371360964686382
JVASP-24992,minimum local difference in Electronegativity,1.0120290313072178
JVASP-24992,MagpieData mode GSbandgap,1.003842006635939
JVASP-24992,mean ordering parameter shell 1,0.9527075483211641
JVASP-24992,0-norm,0.8327652654690533
JVASP-24992,minimum local difference in CovalentRadius,0.8212004696836415
JVASP-24992,minimum local difference in GSvolume_pa,0.7999041380752288
JVASP-24992,avg_dev local difference in GSvolume_pa,0.6543158403202414
JVASP-24992,MagpieData mean Electronegativity,0.6517532006849185
JVASP-24992,compound possible,0.6485481990643797
JVASP-101234,MagpieData minimum GSvolume_pa,1.2443727919154184
JVASP-101234,minimum local difference in GSvolume_pa,0.8538716387764387
JVASP-101234,0-norm,0.832765265469053
JVASP-101234,avg_dev CN_VoronoiNN,0.734024065400734
JVASP-101234,maximum CN_VoronoiNN,0.7259884814142475
JVASP-101234,MagpieData avg_dev Number,0.7171912897778717
JVASP-101234,MagpieData avg_dev GSvolume_pa,0.6989567161464818
JVASP-101234,MagpieData mode GSvolume_pa,0.6939312410579183
JVASP-101234,avg_dev local difference in NpValence,0.6477484324490539
JVASP-101234,mean CN_VoronoiNN,0.5937899928082733
JVASP-146907,MagpieData mode Column,2.4837719288744524
JVASP-146907,MagpieData mode NsValence,2.144491520717699
JVASP-146907,MagpieData mode NpUnfilled,1.4433068182408464
JVASP-146907,avg_dev local difference in Electronegativity,0.9285853057486391
JVASP-146907,minimum local difference in NValence,0.881553970374344
JVASP-146907,MagpieData range NdUnfilled,0.8655794729568353
JVASP-146907,MagpieData mode NValence,0.8625443665565342
JVASP-146907,MagpieData range NUnfilled,0.772843151496096
JVASP-146907,maximum CN_VoronoiNN,0.6930801642886635
JVASP-146907,mean ordering parameter shell 1,0.6736928466826098
JVASP-91809,mean ordering parameter shell 1,1.2747053626027989
JVASP-91809,avg_dev local difference in Electronegativity,1.2679123912584287
JVASP-91809,MagpieData mode GSbandgap,1.1739234340209732
JVASP-91809,MagpieData mean Electronegativity,1.1589932716254556
JVASP-91809,avg_dev local difference in MendeleevNumber,0.9358826730034756
JVASP-91809,avg_dev local difference in NpValence,0.9290996244013896
JVASP-91809,mean CN_VoronoiNN,0.878279989568596
JVASP-91809,MagpieData maximum AtomicWeight,0.7290123405529189
JVASP-91809,MagpieData range NdUnfilled,0.6924635783654683
JVASP-91809,MagpieData avg_dev NpUnfilled,0.6536268180686734
JVASP-21826,avg_dev local difference in Electronegativity,1.5875461343055859
JVASP-21826,MagpieData maximum GSvolume_pa,1.5621296496655321
JVASP-21826,compound possible,1.2970963981287593
JVASP-21826,MagpieData mode GSbandgap,1.1739234340209732
JVASP-21826,MagpieData mean Electronegativity,0.9272179784127672
JVASP-21826,avg_dev local difference in NpValence,0.906434933087682
JVASP-21826,avg_dev local difference in CovalentRadius,0.89597999860267
JVASP-21826,MagpieData minimum NUnfilled,0.8439578065941192
JVASP-21826,0-norm,0.832765265469053
JVASP-21826,MagpieData minimum MendeleevNumber,0.8207660204312177
JVASP-92249,compound possible,2.1618273302145985
JVASP-92249,minimum local difference in GSbandgap,1.822643871242294
JVASP-92249,MagpieData mode GSbandgap,1.3440048614060076
JVASP-92249,minimum local difference in Electronegativity,1.1010778591008088
JVASP-92249,minimum local difference in NpValence,0.9775020180715326
JVASP-92249,avg_dev CN_VoronoiNN,0.8732071387367352
JVASP-92249,minimum local difference in CovalentRadius,0.7822091134739249
JVASP-92249,MagpieData avg_dev NpUnfilled,0.7399548883796302
JVASP-92249,MagpieData mode NpUnfilled,0.7216534091204232
JVASP-92249,minimum neighbor distance variation,0.611773658568467
JVASP-108830,10-norm,1.8601316387885007
JVASP-108830,MagpieData mode NpUnfilled,1.2989761364167618
JVASP-108830,MagpieData mode Column,1.0266257306014406
JVASP-108830,MagpieData maximum SpaceGroupNumber,0.8342218868791274
JVASP-108830,minimum local difference in Electronegativity,0.6618219222889684
JVASP-108830,minimum local difference in GSbandgap,0.658342062770193
JVASP-108830,avg_dev local difference in NpUnfilled,0.655277731132182
JVASP-108830,avg_dev neighbor distance variation,0.5844498773062121
JVASP-108830,MagpieData minimum NUnfilled,0.5842784814882364
JVASP-108830,minimum local difference in NpValence,0.5700199283911869
JVASP-130919,minimum local difference in GSvolume_pa,2.4715881675837266
JVASP-130919,minimum local difference in Electronegativity,1.9028862682226393
JVASP-130919,MagpieData minimum GSbandgap,1.8513585876043095
JVASP-130919,MagpieData avg_dev GSvolume_pa,1.5039632666855838
JVASP-130919,minimum local difference in CovalentRadius,1.3673284721110033
JVASP-130919,MagpieData minimum GSvolume_pa,1.0902114090340005
JVASP-130919,minimum local difference in Row,1.0037736066015615
JVASP-130919,MagpieData mean NpUnfilled,0.9926039152870422
JVASP-130919,minimum local difference in SpaceGroupNumber,0.9371032487204733
JVASP-130919,MagpieData mean Electronegativity,0.916372692173741
JVASP-31872,MagpieData mean Electronegativity,1.2785993020851794
JVASP-31872,avg_dev local difference in MeltingT,0.8685900576701511
JVASP-31872,MagpieData maximum SpaceGroupNumber,0.8542752976214141
JVASP-31872,minimum neighbor distance variation,0.7979116625937971
JVASP-31872,MagpieData avg_dev MeltingT,0.7382631432932493
JVASP-31872,10-norm,0.6781099941840942
JVASP-31872,MagpieData mode GSbandgap,0.6636791518658702
JVASP-31872,mean CN_VoronoiNN,0.6570451976101113
JVASP-31872,avg_dev local difference in NpUnfilled,0.6488677408894455
JVASP-31872,0-norm,0.5551768436460354
