id,feature,abs_z
JVASP-25638,avg_dev local difference in MeltingT,1.5400929079331984
JVASP-25638,compound possible,1.491237471689864
JVASP-25638,avg_dev local difference in MendeleevNumber,1.466764397308983
JVASP-137216,avg_dev local difference in GSvolume_pa,4.85073011490843
JVASP-137216,avg_dev neighbor distance variation,4.172885049978989
JVASP-137216,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-137216,0-norm,2.943450943911764
JVASP-137216,MagpieData avg_dev GSvolume_pa,2.85364252757533
JVASP-137216,avg_dev local difference in CovalentRadius,2.375986909543327
JVASP-137216,minimum local difference in Electronegativity,1.8963461818051033
JVASP-137216,avg_dev local difference in Electronegativity,1.8870593311226231
JVASP-137216,MagpieData avg_dev Column,1.812266057494227
JVASP-137216,minimum local difference in NpValence,1.767532046258518
JVASP-27815,MagpieData minimum GSbandgap,4.3701159878956215
JVASP-27815,minimum local difference in GSbandgap,2.5441836134789377
JVASP-27815,MagpieData mean Electronegativity,2.104183813155246
JVASP-27815,MagpieData maximum CovalentRadius,2.0579129131181757
JVASP-27815,MagpieData minimum MendeleevNumber,1.9864726663165888
JVASP-27815,MagpieData maximum MeltingT,1.8660599079822455
JVASP-27815,minimum local difference in NsUnfilled,1.7304273622319797
JVASP-27815,MagpieData maximum AtomicWeight,1.707859359623707
JVASP-27815,MagpieData range NdValence,1.6725222956445078
JVASP-27815,MagpieData avg_dev Column,1.6204575570742477
JVASP-38573,avg_dev local difference in Electronegativity,4.160959180098097
JVASP-38573,avg_dev local difference in MendeleevNumber,2.696260498473733
JVASP-38573,avg_dev local difference in Column,2.424173491347642
JVASP-38573,avg_dev local difference in NpValence,2.4126270280967823
JVASP-38573,MagpieData mean Electronegativity,2.367214840234803
JVASP-38573,avg_dev local difference in CovalentRadius,2.200501477641467
JVASP-38573,avg_dev local difference in SpaceGroupNumber,2.131866635957346
JVASP-38573,MagpieData maximum AtomicWeight,1.8447038685182644
JVASP-38573,MagpieData maximum MeltingT,1.8027074738268078
JVASP-38573,MagpieData range NdValence,1.6725222956445078
JVASP-8137,avg_dev local difference in Electronegativity,3.4178497465735993
JVASP-8137,avg_dev local difference in GSvolume_pa,3.0815078967681737
JVASP-8137,avg_dev local difference in CovalentRadius,2.924142802980254
JVASP-8137,avg_dev local difference in NpValence,2.2189435466473997
JVASP-8137,MagpieData mean Electronegativity,1.9944461373414095
JVASP-8137,avg_dev local difference in MendeleevNumber,1.9149929344601673
JVASP-8137,MagpieData avg_dev GSvolume_pa,1.8723437671100913
JVASP-8137,minimum local difference in Electronegativity,1.7996786115706627
JVASP-8137,avg_dev local difference in SpaceGroupNumber,1.7584081235029794
JVASP-8137,MagpieData maximum GSvolume_pa,1.6821596653429405
JVASP-129216,MagpieData mode NfValence,3.630606111587699
JVASP-129216,MagpieData mode NValence,2.6914178557748585
JVASP-129216,avg_dev local difference in AtomicWeight,2.605108689175953
JVASP-129216,avg_dev local difference in MeltingT,2.4581812715670197
JVASP-129216,avg_dev local difference in NpValence,2.412627446270575
JVASP-129216,MagpieData mode Number,2.332881965570268
JVASP-129216,avg_dev local difference in SpaceGroupNumber,2.0716511824197994
JVASP-129216,avg_dev local difference in NValence,1.9623037496727211
JVASP-129216,avg_dev local difference in Electronegativity,1.884263952801886
JVASP-129216,MagpieData mean AtomicWeight,1.6512731089725263
JVASP-103197,avg_dev local difference in GSvolume_pa,4.385754851162638
JVASP-103197,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-103197,MagpieData avg_dev GSvolume_pa,2.995225990792135
JVASP-103197,minimum local difference in Electronegativity,2.7753568670321824
JVASP-103197,range local difference in NfValence,2.4620493598908846
JVASP-103197,minimum local difference in CovalentRadius,2.416398892393642
JVASP-103197,minimum local difference in NpValence,2.070197083593229
JVASP-103197,minimum local difference in Row,1.9481375580180902
JVASP-103197,avg_dev local difference in CovalentRadius,1.9203252770916268
JVASP-103197,MagpieData mean Electronegativity,1.8672861913468195
JVASP-13071,avg_dev local difference in Electronegativity,3.1561387643103442
JVASP-13071,MagpieData mean Electronegativity,2.7668523039589044
JVASP-13071,avg_dev local difference in NpValence,2.737181975312057
JVASP-13071,range local difference in NfValence,2.462049359890884
JVASP-13071,avg_dev local difference in SpaceGroupNumber,2.393563936812541
JVASP-13071,avg_dev local difference in CovalentRadius,2.2565301443272086
JVASP-13071,avg_dev local difference in MeltingT,2.2075937395540746
JVASP-13071,avg_dev local difference in AtomicWeight,1.8679376200560733
JVASP-13071,MagpieData maximum MeltingT,1.6494857521609012
JVASP-13071,compound possible,1.491237471689864
JVASP-11616,avg_dev local difference in Electronegativity,4.275061483395077
JVASP-11616,avg_dev local difference in NpValence,2.9642633211448843
JVASP-11616,avg_dev local difference in CovalentRadius,2.8069751595467842
JVASP-11616,avg_dev local difference in Column,2.449849979141041
JVASP-11616,MagpieData mean Electronegativity,2.3432147741694793
JVASP-11616,avg_dev local difference in SpaceGroupNumber,2.2773748181084548
JVASP-11616,avg_dev local difference in MendeleevNumber,2.0998705742675865
JVASP-11616,avg_dev CN_VoronoiNN,1.5797458672061953
JVASP-11616,MagpieData maximum AtomicWeight,1.4183116434843972
JVASP-11616,MagpieData range NdUnfilled,1.3293945032481145
JVASP-133728,MagpieData minimum GSbandgap,4.091738908522157
JVASP-133728,MagpieData minimum Column,2.4244654082112036
JVASP-133728,MagpieData maximum CovalentRadius,2.218878615393134
JVASP-133728,MagpieData mean Electronegativity,2.0464866846345693
JVASP-133728,MagpieData maximum SpaceGroupNumber,2.0267728592485033
JVASP-133728,mean ordering parameter shell 1,1.8864691797255544
JVASP-133728,MagpieData mean Column,1.7220933842927129
JVASP-133728,MagpieData range NdValence,1.6725222956445078
JVASP-133728,MagpieData maximum AtomicWeight,1.6310858522034948
JVASP-133728,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-134728,avg_dev local difference in GSvolume_pa,5.3462020822580545
JVASP-134728,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-134728,avg_dev local difference in Electronegativity,3.0184281709029506
JVASP-134728,avg_dev local difference in CovalentRadius,2.6134638043421017
JVASP-134728,MagpieData avg_dev GSvolume_pa,2.4691379608595874
JVASP-134728,avg_dev local difference in MendeleevNumber,2.1955913321934517
JVASP-134728,MagpieData mean Electronegativity,2.110971710628267
JVASP-134728,avg_dev local difference in Column,1.9021517740697527
JVASP-134728,MagpieData maximum MeltingT,1.871783741868979
JVASP-134728,avg_dev local difference in NpValence,1.814831563593173
JVASP-134356,MagpieData minimum Column,2.694202165762905
JVASP-134356,minimum local difference in MeltingT,2.5091877258868163
JVASP-134356,MagpieData avg_dev MeltingT,2.49735332655536
JVASP-134356,MagpieData maximum MeltingT,2.2798170458858977
JVASP-134356,mean ordering parameter shell 1,2.224227886608579
JVASP-134356,MagpieData minimum GSbandgap,2.0218261698145175
JVASP-134356,MagpieData maximum CovalentRadius,1.929140351298209
JVASP-134356,MagpieData mean NpUnfilled,1.8055174787529633
JVASP-134356,MagpieData maximum AtomicWeight,1.7573637628477634
JVASP-134356,MagpieData minimum MendeleevNumber,1.7541820525202974
JVASP-134340,avg_dev local difference in MeltingT,4.110284099618799
JVASP-134340,MagpieData minimum GSbandgap,2.8183704860415584
JVASP-134340,MagpieData minimum Column,2.694202165762905
JVASP-134340,MagpieData avg_dev MeltingT,2.677894869134768
JVASP-134340,MagpieData mean Electronegativity,2.5199425333777716
JVASP-134340,avg_dev local difference in GSvolume_pa,2.3669211631825853
JVASP-134340,MagpieData maximum MeltingT,2.2798170458858977
JVASP-134340,avg_dev local difference in NdValence,2.0014106698222482
JVASP-134340,MagpieData mean Column,1.8932699306148506
JVASP-134340,MagpieData minimum MendeleevNumber,1.7541820525202974
JVASP-116786,avg_dev neighbor distance variation,4.236517502744199
JVASP-116786,avg_dev local difference in GSvolume_pa,3.8577612867438975
JVASP-116786,0-norm,2.943450943911764
JVASP-116786,minimum local difference in Column,2.577797150857669
JVASP-116786,minimum local difference in NpValence,2.302870999173855
JVASP-116786,MagpieData maximum GSvolume_pa,2.2265348762548696
JVASP-116786,avg_dev local difference in CovalentRadius,2.208184288940485
JVASP-116786,minimum local difference in Electronegativity,2.0552743096609873
JVASP-116786,avg_dev local difference in MendeleevNumber,2.027606470272935
JVASP-116786,MagpieData avg_dev GSvolume_pa,1.965989296858157
JVASP-99482,avg_dev local difference in GSvolume_pa,4.65225147177867
JVASP-99482,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-99482,MagpieData avg_dev GSvolume_pa,3.0180161438634068
JVASP-99482,minimum local difference in Electronegativity,2.86420988062349
JVASP-99482,minimum local difference in CovalentRadius,2.3767698316401917
JVASP-99482,avg_dev local difference in CovalentRadius,2.0766264016830704
JVASP-99482,minimum local difference in NpValence,1.9195194439988275
JVASP-99482,avg_dev local difference in Electronegativity,1.8954542541373331
JVASP-99482,MagpieData mean Electronegativity,1.7613949907676942
JVASP-99482,avg_dev local difference in NdValence,1.7346364147458033
JVASP-138686,MagpieData mode GSvolume_pa,3.6405078466333602
JVASP-138686,MagpieData avg_dev GSvolume_pa,2.7945512056351993
JVASP-138686,MagpieData mean GSvolume_pa,2.4285764834607106
JVASP-138686,mean ordering parameter shell 1,2.2307786539419325
JVASP-138686,avg_dev local difference in Electronegativity,2.130175032307535
JVASP-138686,minimum local difference in GSvolume_pa,2.023087893540775
JVASP-138686,avg_dev local difference in CovalentRadius,1.844495581280093
JVASP-138686,avg_dev local difference in GSvolume_pa,1.6826667385829794
JVASP-138686,MagpieData maximum GSvolume_pa,1.6821596653429405
JVASP-138686,MagpieData range NdValence,1.6725222956445078
JVASP-33742,MagpieData mode GSbandgap,4.994147045296065
JVASP-33742,0-norm,4.331383157637818
JVASP-33742,MagpieData mode NsUnfilled,3.02766068919251
JVASP-33742,mean neighbor distance variation,2.8837906101908173
JVASP-33742,mean ordering parameter shell 1,2.3057979736982515
JVASP-33742,MagpieData maximum MeltingT,2.2798170458858977
JVASP-33742,avg_dev local difference in MeltingT,2.1281667691086925
JVASP-33742,avg_dev local difference in SpaceGroupNumber,2.0309550323577588
JVASP-33742,MagpieData maximum CovalentRadius,1.929140351298209
JVASP-33742,MagpieData avg_dev Column,1.826861857736194
JVASP-30604,MagpieData mean Electronegativity,3.2649142810418077
JVASP-30604,MagpieData minimum Column,2.963938923314606
JVASP-30604,10-norm,2.084292436958907
JVASP-30604,MagpieData minimum MendeleevNumber,2.0639028709153524
JVASP-30604,MagpieData maximum SpaceGroupNumber,2.0267728592485033
JVASP-30604,MagpieData mean Column,2.0155388922735202
JVASP-30604,avg_dev local difference in Electronegativity,1.9599365916801352
JVASP-30604,MagpieData avg_dev Column,1.686800511417257
JVASP-30604,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-30604,mean ordering parameter shell 1,1.5934125410864541
JVASP-136611,avg_dev local difference in GSvolume_pa,3.7595607628359384
JVASP-136611,minimum local difference in GSvolume_pa,3.325060034976116
JVASP-136611,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-136611,MagpieData avg_dev GSvolume_pa,2.9870076468231694
JVASP-136611,minimum local difference in Electronegativity,2.270355084196265
JVASP-136611,minimum local difference in CovalentRadius,2.129327370216661
JVASP-136611,avg_dev local difference in MendeleevNumber,1.896169827520937
JVASP-136611,avg_dev local difference in CovalentRadius,1.8592317741139455
JVASP-136611,MagpieData mean Electronegativity,1.8102678525734444
JVASP-136611,avg_dev local difference in NdValence,1.6645006260306678
JVASP-43323,MagpieData mean GSmagmom,2.18422559469359
JVASP-43323,MagpieData mean Electronegativity,2.1279414543108195
JVASP-43323,avg_dev CN_VoronoiNN,1.7759942225565348
JVASP-43323,avg_dev local difference in SpaceGroupNumber,1.731254318166772
JVASP-43323,avg_dev local difference in NpValence,1.6453130270759972
JVASP-43323,10-norm,1.4954957731287142
JVASP-43323,compound possible,1.491237471689864
JVASP-43323,MagpieData maximum CovalentRadius,1.446243244473334
JVASP-43323,MagpieData maximum GSvolume_pa,1.3692969678614566
JVASP-43323,avg_dev local difference in Electronegativity,1.3662732686725683
JVASP-22613,MagpieData mean Electronegativity,2.9730346897019118
JVASP-22613,range local difference in NfValence,2.4620493598908846
JVASP-22613,avg_dev local difference in Electronegativity,2.383431771139503
JVASP-22613,avg_dev local difference in SpaceGroupNumber,2.36868358857768
JVASP-22613,avg_dev local difference in NpValence,2.046196248572286
JVASP-22613,MagpieData maximum NValence,1.940921509598802
JVASP-22613,avg_dev local difference in NValence,1.7808745073451848
JVASP-22613,MagpieData mean Column,1.746547176624447
JVASP-22613,avg_dev local difference in AtomicWeight,1.697726306359019
JVASP-22613,MagpieData minimum Column,1.6152551355561013
JVASP-24314,MagpieData mean Electronegativity,2.9730346897019118
JVASP-24314,range local difference in NfValence,2.462049359890884
JVASP-24314,avg_dev local difference in Electronegativity,2.3833246293969346
JVASP-24314,avg_dev local difference in SpaceGroupNumber,2.368566058192487
JVASP-24314,avg_dev local difference in NpValence,2.0461217076393203
JVASP-24314,MagpieData maximum NValence,1.940921509598802
JVASP-24314,avg_dev local difference in NValence,1.7807929752352358
JVASP-24314,MagpieData mean Column,1.746547176624447
JVASP-24314,avg_dev local difference in AtomicWeight,1.6976423565342869
JVASP-24314,MagpieData minimum Column,1.6152551355561013
JVASP-152353,MagpieData maximum SpaceGroupNumber,3.029436247782957
JVASP-152353,MagpieData minimum Column,2.694202165762905
JVASP-152353,MagpieData mean Electronegativity,2.100789864418735
JVASP-152353,MagpieData minimum MendeleevNumber,1.8703273594184429
JVASP-152353,maximum CN_VoronoiNN,1.8220812543813607
JVASP-152353,MagpieData mean Column,1.8199085536196487
JVASP-152353,MagpieData maximum MeltingT,1.64398934450067
JVASP-152353,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-152353,compound possible,1.491237471689864
JVASP-152353,MagpieData mean MeltingT,1.3052897355471385
JVASP-147132,mean ordering parameter shell 1,3.2840866361331753
JVASP-147132,minimum local difference in Electronegativity,3.2522963341865974
JVASP-147132,minimum local difference in SpaceGroupNumber,3.0516364371555604
JVASP-147132,minimum local difference in NpValence,2.471867446187244
JVASP-147132,minimum local difference in Column,2.0178416559743733
JVASP-147132,avg_dev local difference in MendeleevNumber,1.9609085103576138
JVASP-147132,MagpieData mode NsValence,1.6519539708464759
JVASP-147132,10-norm,1.6099481962831774
JVASP-147132,mean CN_VoronoiNN,1.5955443672306522
JVASP-147132,0-norm,1.5555187301857107
JVASP-43857,minimum local difference in Electronegativity,3.2094190568420564
JVASP-43857,minimum local difference in SpaceGroupNumber,3.06326370503777
JVASP-43857,minimum local difference in Column,2.779368117146816
JVASP-43857,minimum local difference in NpValence,2.711807476316434
JVASP-43857,mean ordering parameter shell 1,1.9276139888617114
JVASP-43857,MagpieData avg_dev Column,1.6784796284512908
JVASP-43857,minimum local difference in CovalentRadius,1.659150175708998
JVASP-43857,MagpieData mode NsValence,1.6519539708464759
JVASP-43857,10-norm,1.6099481962831774
JVASP-43857,0-norm,1.5555187301857107
JVASP-121000,minimum local difference in NsUnfilled,3.4574647838698076
JVASP-121000,minimum local difference in Column,3.443448963262973
JVASP-121000,avg_dev neighbor distance variation,3.313845298540755
JVASP-121000,minimum local difference in NpValence,2.8822995385641064
JVASP-121000,avg_dev local difference in MendeleevNumber,2.655803841103174
JVASP-121000,minimum local difference in Electronegativity,2.400528055466682
JVASP-121000,minimum local difference in GSbandgap,2.2693752289089675
JVASP-121000,mean neighbor distance variation,2.261811401251886
JVASP-121000,MagpieData avg_dev Column,2.200678270844687
JVASP-121000,minimum local difference in SpaceGroupNumber,2.0508748268484323
JVASP-43602,avg_dev local difference in Electronegativity,3.3756168659052714
JVASP-43602,avg_dev local difference in NpValence,2.474491089350499
JVASP-43602,avg_dev local difference in SpaceGroupNumber,2.187492736466282
JVASP-43602,MagpieData mean Electronegativity,2.172062787885454
JVASP-43602,avg_dev local difference in MendeleevNumber,1.7118876129093195
JVASP-43602,minimum neighbor distance variation,1.6451703442833123
JVASP-43602,avg_dev local difference in Column,1.6071493777319181
JVASP-43602,compound possible,1.491237471689864
JVASP-43602,avg_dev CN_VoronoiNN,1.4340644012647077
JVASP-43602,MagpieData mean GSmagmom,1.3868013531486856
JVASP-21990,avg_dev local difference in Electronegativity,3.374027181979982
JVASP-21990,avg_dev local difference in GSvolume_pa,3.1832488600476303
JVASP-21990,avg_dev local difference in CovalentRadius,2.5057463729741865
JVASP-21990,range local difference in NfValence,2.462049359890884
JVASP-21990,MagpieData avg_dev GSvolume_pa,2.352941854342138
JVASP-21990,MagpieData maximum GSvolume_pa,2.2265348762548696
JVASP-21990,avg_dev local difference in NpValence,1.9986846888938212
JVASP-21990,MagpieData mean Electronegativity,1.8835771452820693
JVASP-21990,avg_dev local difference in Column,1.6922382209756737
JVASP-21990,avg_dev local difference in SpaceGroupNumber,1.5578226331329332
JVASP-127586,MagpieData mean Electronegativity,3.054489459378162
JVASP-127586,avg_dev local difference in AtomicWeight,2.153920513318207
JVASP-127586,avg_dev local difference in NpValence,1.9412442166019142
JVASP-127586,minimum neighbor distance variation,1.7463392007466378
JVASP-127586,avg_dev local difference in NValence,1.7245852038449063
JVASP-127586,avg_dev local difference in SpaceGroupNumber,1.6557215732329902
JVASP-127586,MagpieData minimum Column,1.6152551355561013
JVASP-127586,MagpieData avg_dev Number,1.6077987470446118
JVASP-127586,MagpieData mean Column,1.5998244226340437
JVASP-127586,range local difference in NfValence,1.5549480551533885
JVASP-136576,avg_dev local difference in GSvolume_pa,4.410386330758933
JVASP-136576,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-136576,minimum local difference in Electronegativity,3.1937748335415206
JVASP-136576,MagpieData avg_dev GSvolume_pa,2.948330381697711
JVASP-136576,minimum local difference in CovalentRadius,2.7298752261154773
JVASP-136576,minimum local difference in Column,2.3302345433966845
JVASP-136576,avg_dev local difference in Electronegativity,2.3083255024862077
JVASP-136576,minimum local difference in NpValence,2.0453940092907144
JVASP-136576,avg_dev local difference in CovalentRadius,2.00231064992668
JVASP-136576,MagpieData avg_dev Column,1.9082470311043858
JVASP-24992,avg_dev local difference in GSvolume_pa,4.825437192796166
JVASP-24992,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-24992,MagpieData avg_dev GSvolume_pa,3.1219545391649026
JVASP-24992,minimum local difference in Electronegativity,3.081805131861833
JVASP-24992,minimum local difference in CovalentRadius,2.720748714557323
JVASP-24992,minimum local difference in NpValence,2.060853471989866
JVASP-24992,mean ordering parameter shell 1,1.9319210341661222
JVASP-24992,minimum local difference in Column,1.8750989509187257
JVASP-24992,avg_dev local difference in CovalentRadius,1.8564595976754381
JVASP-24992,minimum local difference in SpaceGroupNumber,1.7722043431956178
JVASP-101234,avg_dev local difference in Electronegativity,2.208024842508407
JVASP-101234,avg_dev local difference in NpValence,2.199729997832266
JVASP-101234,MagpieData avg_dev GSvolume_pa,2.172528905389572
JVASP-101234,avg_dev local difference in MendeleevNumber,2.1694580493879743
JVASP-101234,minimum local difference in GSvolume_pa,2.0037150909040995
JVASP-101234,avg_dev local difference in Column,1.9623938124613356
JVASP-101234,avg_dev local difference in CovalentRadius,1.9205613045901004
JVASP-101234,MagpieData maximum GSvolume_pa,1.6821596653429405
JVASP-101234,10-norm,1.6099481962831774
JVASP-101234,0-norm,1.5555187301857107
JVASP-146907,mean ordering parameter shell 1,3.5770259531341413
JVASP-146907,minimum local difference in SpaceGroupNumber,3.2977357542194228
JVASP-146907,minimum local difference in NpValence,2.8866141077590846
JVASP-146907,minimum local difference in Electronegativity,2.730986927408279
JVASP-146907,maximum CN_VoronoiNN,1.8392453070884043
JVASP-146907,MagpieData avg_dev Column,1.7945237712053794
JVASP-146907,mean CN_VoronoiNN,1.743995354358606
JVASP-146907,MagpieData mode NsValence,1.6519539708464759
JVASP-146907,minimum local difference in CovalentRadius,1.5903922642337254
JVASP-146907,0-norm,1.5555187301857107
JVASP-91809,avg_dev local difference in Electronegativity,3.525505413554124
JVASP-91809,avg_dev local difference in NpValence,2.8928414915226393
JVASP-91809,MagpieData mean Electronegativity,2.7032157651493343
JVASP-91809,avg_dev local difference in SpaceGroupNumber,2.258508579412748
JVASP-91809,avg_dev local difference in Column,1.9579391473865935
JVASP-91809,avg_dev local difference in MendeleevNumber,1.8741531455364353
JVASP-91809,avg_dev CN_VoronoiNN,1.7040204378976829
JVASP-91809,avg_dev local difference in CovalentRadius,1.6144246197503107
JVASP-91809,10-norm,1.4375968032323403
JVASP-91809,avg_dev local difference in MeltingT,1.4262675468639912
JVASP-21826,avg_dev local difference in Electronegativity,4.073001893812033
JVASP-21826,avg_dev local difference in CovalentRadius,3.449013655934898
JVASP-21826,avg_dev local difference in NpValence,2.608597230095338
JVASP-21826,MagpieData mean Electronegativity,2.333429623266814
JVASP-21826,avg_dev local difference in Column,2.2003037562135512
JVASP-21826,avg_dev local difference in AtomicWeight,2.019530106010609
JVASP-21826,range local difference in NfValence,2.0180741973557184
JVASP-21826,avg_dev local difference in SpaceGroupNumber,1.9195647816646646
JVASP-21826,avg_dev local difference in MendeleevNumber,1.7385841954473444
JVASP-21826,MagpieData maximum GSvolume_pa,1.6821596653429405
JVASP-92249,minimum local difference in NsUnfilled,3.6102791613254612
JVASP-92249,minimum local difference in NpValence,3.034436156814054
JVASP-92249,minimum local difference in Electronegativity,2.932802982005497
JVASP-92249,minimum local difference in SpaceGroupNumber,2.6399788600326595
JVASP-92249,minimum local difference in CovalentRadius,2.0013058548888067
JVASP-92249,minimum neighbor distance variation,1.758702292968097
JVASP-92249,avg_dev local difference in MendeleevNumber,1.7575673826058085
JVASP-92249,compound possible,1.491237471689864
JVASP-92249,minimum local difference in GSbandgap,1.360145623940627
JVASP-92249,MagpieData mean Electronegativity,1.3490302192816794
JVASP-108830,MagpieData mean GSmagmom,2.18422559469359
JVASP-108830,MagpieData mean Electronegativity,2.1279414543108195
JVASP-108830,avg_dev CN_VoronoiNN,1.7137335632458723
JVASP-108830,avg_dev local difference in SpaceGroupNumber,1.7128383383038888
JVASP-108830,avg_dev local difference in NpValence,1.6233439628897466
JVASP-108830,10-norm,1.4954957731287142
JVASP-108830,compound possible,1.491237471689864
JVASP-108830,MagpieData maximum CovalentRadius,1.446243244473334
JVASP-108830,MagpieData maximum GSvolume_pa,1.3692969678614566
JVASP-108830,MagpieData minimum Column,1.3455183780044007
JVASP-130919,MagpieData minimum GSbandgap,5.321007991696068
JVASP-130919,minimum local difference in GSvolume_pa,4.48713161036544
JVASP-130919,MagpieData minimum Column,3.503412438418007
JVASP-130919,minimum local difference in GSbandgap,3.4219540890251694
JVASP-130919,minimum local difference in NdValence,2.6894241199904974
JVASP-130919,MagpieData mean Electronegativity,2.5148516102730065
JVASP-130919,MagpieData avg_dev GSvolume_pa,2.4650396155966523
JVASP-130919,minimum local difference in SpaceGroupNumber,2.404010862811795
JVASP-130919,MagpieData minimum MendeleevNumber,2.3736236893104077
JVASP-130919,minimum local difference in Row,2.3318127336541172
JVASP-31872,MagpieData mean Electronegativity,3.4021267799607284
JVASP-31872,10-norm,2.269062549382658
JVASP-31872,range local difference in NfValence,2.13144071404425
JVASP-31872,avg_dev local difference in AtomicWeight,2.1240317515177183
JVASP-31872,avg_dev local difference in MeltingT,2.0015716879605834
JVASP-31872,avg_dev local difference in NpValence,1.964927479035424
JVASP-31872,MagpieData mean Column,1.777987766765248
JVASP-31872,avg_dev local difference in SpaceGroupNumber,1.6766187317830783
JVASP-31872,avg_dev local difference in NValence,1.5779795958511953
JVASP-31872,avg_dev local difference in Electronegativity,1.485529193844796
JVASP-151129,avg_dev local difference in Electronegativity,3.183151495840376
JVASP-151129,avg_dev local difference in GSvolume_pa,2.7992626242225334
